text,target
"is going to priceline (city) tomorrow, but lost her 'must haves' list ",0
@amandapalmer You are full of win.  Just wanted to let you know ,1
"@Jinxie_G Thank u i m feeling better today though and ur werwolf story was awesome, do u write a lot of scary stuff? i LOVE scary stuff! ",1
BeiiNg NaUgHtY ,1
OK Im off to bed again ,0
@wafflesgirls  that is a LOT of cats...reasoning behind such a decision?,1
Craaaaap. My Macbook Pro is kernel panicking a lot now. I think I'm going to be forced into an upgrade sooner than this summer ,0
"working on setting up my ipod touch, which as of today is officially mine!! ",1
@josemarques u do web pages 4 free? Suposse not ,1
"@ohsnapandrew Goodmorning lovely, how's texas?   I've missed speaking to you! How's your music going?  ",1
@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!,0
Proud future member of the R.B. ,1
"@acydrx I've never had Mexican coke, sugar in soda is delicious.  Also, didn't realize you were immortal. Did you give it mouth to mouth?",1
@123lottie AWWWWW you must have the patience of a saint. ,1
Errrggggg! My tummy hurts. ,0
@ben_mayer better be. I don't wanna have to come find u and save the dog. But I would!  I'm all 4 the animals . Call off the twit police,1
"Added the DNS system, compatibility is okay and am looking forward to the possibilities now open. But I need to rework the intro sequence ",0
"oh - and triple H won at wrestlemania...not that I'm counting, but 100% of my predictions were accurate ",1
@Tatiana_K nope they didn't have it ,0
@Lavanyaj sure.. i will extend your love to kozhi... ,1
come back ,1
@BustaBusta the ting tings suck! ,1
"Am meant to be lunching with some colleages who are in a meeting. I've no idea when they'll be out, nor if they'll tell me when they are ",0
"@valeriekhoo I love my chiro, he's fantastic ",1
"would have been delighted by this snow a few days ago but.. i just sent my winter coat, hat, gloves, uggs, etc. home with the parents  #fb",0
"My blog is set and ready for next plan,'planning next plan', ",1
is very tired and has no energy  as she has the cold ,0
"@sotodance photoboth is black&amp;white. and wayyy old. we call him Herbert lol. I love him, he's like a living legend.  gotta love Berlin &lt;3",1
@havidaemmarkl aquilo no background Ã¯Â¿Â½ a Ana a jogar singstar? ,1
@ohsbrat30...I'm sorry. I'm feeling kinda yucky myself. 5am is going to come too quick ,0
Waiting for my flight. Slumming it in the departure lounge. ,0
@CHRISDJMOYLES I'm not excited as I live in Wales ,0
"@dancermegz Helloooo Megan,, Hope your having a good easter  xoxo",1
having my first lie in in ages has given me a headache ,0
lol @PartyWater. This will mostly depend on how you dance ! If you dance like no-one is watching then maybe a bit more ! ,1
"All set for Get Diverted this Saturday at Plan B in Brixton, always a great crowd ",1
@blurtit thank you for answering my question. ,1
MSU Fans..if there is one thing an Ohio State fan can relate to it is losing an National Championship...feel for your loss ,0
am trying to fit all my stuff in a tiny bag so i can take it on as hand luggage. dont think its gonna work ,0
"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy ",0
"Trying to work at home! Watched 5 year old Kaci make a Metaplace world, KacisRainbowWorld, which has no rainbows but has trees in holes ",1
@Eminem nicenice !!  would be awsome if u just write hello or shut up to me ! ,1
@itsdawns got a grade of 100/100 on @grader.  Check it out:  http://twitter.grader.com/itsdawns WHHHOOOHOO YAHOOOOO and YEHHAAA now what ,1
@hert Jesus Camp? Yeah... ,0
finally has a name for her penguin  Bertie!,1
Good Knight Jonathan!  ,1
Missing Jacks &amp; Mottu very much ,0
wish there was a a little tunnel (preferably a waterslide!) direct from dressing room to water so people don't see me in my togs ,0
@danzero  so... could you spoiler me? ,1
@jdpeterson  hope you feel better. why cali?,0
"Prodigy were ace last night! Only managed a few hours sleep last night, not feeling myself today        Have a cool day guys.",0
@perezhilton its sucks hairy donkey balls but knowing him it will be a hit  x,0
Just lost $160 ,0
Good Morning...just found out I need to have a wisdom tooth out ,0
ARIZONAAAA! - japannaly: hhhahaha now you canÃ¯Â¿Â½t go thursday! YOU BITCH!  jk hahaha http://tumblr.com/xej1jtj9w,0
sign out muna me (bye) gutom eh!  [phplurk.com] http://plurk.com/p/n13y7,1
RIP Sandra....its so sad    how can someone do something like that??,0
is getting ready for her job interview ,1
NOT NAKED   Snow flurries in Ga. on 4/7 for chrissake!,0
"@mandyblake  I was just about to X out of here for the night and saw your post, I started laughing!  You are funny!!  ",1
On Malaysia Airlines btw... supposed to be good ,1
Wants her camera back! ,0
6:37 in the morning and haven't been sleep   YAY!,1
@ihealth many thanks for the mention of Podcasters Emporium ,1
"@lazygiraffe I have that problem with fabric, I have been 'quite' good this year so far ",1
Thank You All for the Warm Wishes.!!! ,1
@nick_carter hahaha you're talking like you're some old man! And we still want to see a picture of that new haircut! ,1
woo thanks ron and steeve for following me yeow i have folowerssss  haha  p.s i wanna got to the ellen show ,1
Got a really bad throat  Gonna see if we've got any yoghurt in.,0
"@LucasBlack Ah Lucas! Thank you babe, that answer works for me  MWAH xx",1
"Really cold and miserable morning. Didn't get a workout in last night or this morning, this sucks ",0
going to sleep can't be up until 1am again...and no I didn't finish my statistics homework! ,0
"@klaris nilagyan mo ng knorr seasoning mix ulit ung pancakes mo?! hehehe. teka, heaven and eggs ba to? ",1
adjusting to the twitter life ,1
Watched Smallville 8x18 last nite http://twurl.nl/iyar6d ep could've been so much more but yet again the decisions made fail to impress ,0
Kids up at the crack of dawn... I'm still full of cold. Bleh  Starting work... #stuckrecord,0
Let's hope the sore throat clears up before the break and is not a pre-cursor to illness over the holidays ,0
@Deemaah but I thought I did  Not my fault that you dont pay attention to my genitals!,0
Gonna Watch a Movie Called &quot;Lost in The Wild&quot; with my Fav. of All Time Miss JENNIFER LOPEZ ,1
@MarcusMims wow i didn't get an &quot;hello&quot; u suck ,0
@DaveJMatthews Welcome back to NYC! ,1
LAN at @JetBlackOnyx's with @miss_mell was a blasty-blast. Now it's time for home ,0
is sad she has lost her HN arm band...it just disappeared ,0
@JonathanRKnight Good bless you too! hehe  Hasta pronto!!,1
@YouScentMe yea I just kinda made this new blog so follow me back ,1
Tony has changed so much. Why did he have to change? ,0
"Feeling soree, bad idea to go running when your sick ",0
"@Hetty4Christ yeah, no problem  yw means to me your welcome ;-)",1
@qtbrowneyes - my avatar? LOL! yup. new FF. new Avatar. Everyone started changing theirs now too ,1
"back in Montreal, missing the sun, the ocean, the desert, and my oh my the good looking boys....but hey at least ive got awesome friends ",1
SARAH!  told you I'd figure one out ,1
"@Steve_Buscemi now now Steve.. it's not about the numbers... quality, not quantity! ",1
"The Downtown Fiction Live Chat= Amazingness  They Are Abs. Amazing and My Life, I Love Cameron David and Eric &lt;3",1
"Denise, I love you. ",1
thinks &quot;stop using facebook and follow me on twitter  http://twitter.com/paulrjmellors,1
"So I see snow outside, I'm so sick of Ohio's weather!! 2 more years till I move down to Palm Springs, CA..missing 79* weather!! ",0
im on 46 followers ,1
"i hate being awake!  going to school, western civ presentation andn a really awesome lunch.",0
@bulhaa gone. and it came back! ,1
@limbecky I'm doing the time warp without you and am sad. ,0
wants a polaroid camera. ,0
"@loz_xx i didnt, i dropped the table on it yesterday at krew... ",0
And p.s. I'm getting paid to boss my sister around ,1
"@r2r0 Amen, brotha. Take it easy dude and don't use any device which has an ip-address. ",1
"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....",0
@ashvala Was driving in Old madras road on my bike!! There is no concept called parking on the side ,1
Is feeling extremely sick.  Have a banging headache and I fear I am going to see my lunch again.   Want my bed.,0
"@comeagainjen hey x] just wanted to say your awesome, and angilena or however your spell it has nothing on you ",1
again with the fucked sleep... ive decided to go do homework instead ,0
horror scope: &quot;doing boring desk work will take constant mental readjustment now&quot;. and that's different from every other day how?! ,1
@ddlovato hi demi  im masyaa nice to know you!,1
@FizzyDuck Five? Seems a little bit too late in the morning but what the hell ! ,1
@StephenHynds  - You and everybody else. The hard part is getting someone to pay for the extra effort of not stuffing the GAC  #spbpuk,0
coffee time - wish i had whiskey like @cameronreilly ,0
Get paid to advertise your site or affiliate links (PS thats a double profit margin  ),1
"@mrBallistic Very true. Lack of Adobe Apps = focus. Depends on what you do, though. Browser alone could be a distraction ",1
"@d_castillo ugh, that's disconcerting ",0
Heading to the gym!  Then to work  #fb,1
@heidimontag Great episodes.  Didnt know there would be two!,1
"almost late for work had ten minutes to get ready, the lack of sleep had it's consequences. factory on friday. beachbar on sunday ",1
"is about to sit back and watch the latest episode of 24, i can never say it enough, i love the interwebs and not having to wait for shows ",1
"just discovered tonight that her church is serving breakfast on Easter!  (I'm not sure why this is so exciting, but I suspect the baby...)",1
to be here at the advanced training is boring ... lalala ... now i hear seven nation army of the white stripes - great song ,1
@piawaugh well done mate. good post too! ,1
"@nicolerichie yep I remember Anne of Green Gables, they filmed a series near Toronto based on the books, Meegan Follows starred in it ",1
@qweendassah no...he's still miss'n... ,0
@Cellobella They don't do them in my size  How r u?,1
@LiquidDragn I can't even pretend I understand what is going on. Ps. your stinkpad is dying ,0
@lorennn i just rofled. seriously. splahed in your eye. classic loren  still laughing,1
@rosskie  Not really sure ,0
@GoldenShoes hi  just found out I have pcos. Tired of doctors in the las vegas area.,1
@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that ,0
NIGHT babies. Got a VH1 thing in the am  Check out my pics! http://twitpic.com/2y57u http://twitpic.com/2xzl1 http://twitpic.com/2y5s2,1
"@ruthbeedle hmm, rude. that person should be 'removed'. i am well, yes please food please yes ",1
soup for dinner ,1
Sore throat. ,0
@moony394 it must be because i slash their characters  sighhh gonna go sleep and dream happy things about kutner,0
@ryleebeth ye im not  very sad...but weirdly enough shes lettin me go 2 da party?? how confusing parents r?? lol,0
"@Heromancer come back to orlando again sooon! i couldn't make it to the show, sadly ",0
"having a coffee and going through my twitter, facebook and other social networks ..... it seems to become a full time job to keep up ",0
"@austinhill I wish I was!  Sold out   If you have some time let me know, I would love to hear more about what you are up to!",0
@amirrabennett nope. baby's due in 5th may! getting closer but still 1001 things not done ,0
@SammyC2 glad you liked that site Sam! at least someone appreciates it ,1
